latitude,longitude,name,desc,color,source,precision
43.7158623,-79.7254028,"100 PEEL CENTRE DR., BRAMPTON, ON, L6T4G8","100 Peel Centre Dr, Brampton, ON L6T 4G8, Canada",teal,Bing Maps,address
43.7157135,-79.6272202,"6990 Rexwood Road Mississauga, ON, L4T4E6","6990 Rexwood Rd, Mississauga, ON L4V, Canada",red,Bing Maps,address
43.7156105,-79.6273193,"6998 Rexwood Blvd, Mississauga","6998 Rexwood Rd, Mississauga, ON L4V, Canada",blue,Bing Maps,address
43.715229,-79.5546417,"2251 Islington Avenue North Etobicoke, ON, M9W3W6","2251 Islington Ave, Etobicoke, ON M9W 3W6, Canada",red,Bing Maps,address
43.7137299,-79.6329269,"3427 Derry Rd E Mississauga, ON","3427 Derry Rd E, Mississauga, ON L4T 1A8, Canada",gold,Bing Maps,address
43.7132378,-79.7453918,"456 Vodden St E, Brampton","456 Vodden St E, Brampton, ON L6S 5Y7, Canada",blue,Bing Maps,address
43.7125397,-79.5678635,"2038 Kipling Ave, Rexdale, ON M9W 4K1","2038 Kipling Ave, Etobicoke, ON M9W, Canada",green,Bing Maps,address
43.7122269,-79.7273254,"16 Lisa Street Brampton, ON","16 Lisa St, Brampton, ON L6T 5R2, Canada",gold,Bing Maps,address
43.7116051,-79.3751678,"660 EGLINTON AVE E, TORONTO, ON, M4G2K2","660 Eglinton Ave E, East York, ON M4G 2K2, Canada",teal,Bing Maps,address
43.71138,-79.5652008,"123 Rexdale Blvd, Etobicoke","123 Rexdale Blvd, Etobicoke, ON M9W 1P1, Canada",blue,Bing Maps,address
43.711319,-79.5661087,"129 Rexdale Blvd, Etobicoke","129 Rexdale Blvd, Etobicoke, ON M9W 1P4, Canada",blue,Bing Maps,address
43.7112312,-79.3786087,"656 Eglinton Avenue East, Toronto, ON, M4P1P1","656 Eglinton Ave E, Toronto, ON M4P 1P1, Canada",teal,Bing Maps,address
43.7111282,-79.5684128,"155 REXDALE BLVD, REXDALE, ON, M9W5Z8","155 Rexdale Blvd, Etobicoke, ON M9W 5Z8, Canada",teal,Bing Maps,address
43.7110786,-79.5670013,"135 Rexdale Blvd Rexdale, ON, M9W1P7","135 Rexdale Blvd, Etobicoke, ON M9W 1P7, Canada",red,Bing Maps,address
43.7106895,-79.3994598,"2444 YONGE STREET, TORONTO, ON, M4P2H4","2444 Yonge St, Toronto, ON M4P 2H4, Canada",teal,Bing Maps,address
43.7085419,-79.4777374,"1411 Lawrence Avenue West, North York, ON, M6L1A4","1411 Lawrence Ave W, North York, ON M6L 1A4, Canada",teal,Bing Maps,address
43.7080193,-79.6946793,"69 BRAMALEA RD, BRAMALEA, ON, L6T2W9","69 Bramalea Rd, Brampton, ON L6T 2W9, Canada",teal,Bing Maps,address
43.707489,-79.3761673,"1670 BAYVIEW AVE, TORONTO, ON, M4G3C2","1670 Bayview Ave, Toronto, ON M4G 3C2, Canada",teal,Bing Maps,address
43.7073593,-79.6985931,"36 Avondale Boulevard Brampton, ON, L6T1H3","36 Avondale Blvd, Brampton, ON L6T 1H3, Canada",red,Bing Maps,address
